packet,probe_dir,status,decision,required_variants_present,source_topk1_singleton_gain_mean,source_context_level_topk1_singleton_gain_mean,topk1_anchor_support_churn_after_transfer,topk1_anchor_logit_mse_drift,topk1_anchor_residual_stream_l2_drift,topk1_anchor_ce_drift,topk1_transfer_ce_improvement,topk1_commutator_anchor_logit_mse,topk1_commutator_transfer_logit_mse,topk1_commutator_anchor_residual_stream_l2,topk1_commutator_transfer_residual_stream_l2,topk2_anchor_support_churn_after_transfer,topk2_anchor_logit_mse_drift,topk2_anchor_residual_stream_l2_drift,topk2_anchor_ce_drift,topk2_transfer_ce_improvement,topk2_commutator_anchor_logit_mse,topk2_commutator_transfer_logit_mse,topk2_commutator_anchor_residual_stream_l2,topk2_commutator_transfer_residual_stream_l2,dense_anchor_support_churn_after_transfer,dense_anchor_logit_mse_drift,dense_anchor_residual_stream_l2_drift,dense_anchor_ce_drift,dense_transfer_ce_improvement,dense_commutator_anchor_logit_mse,dense_commutator_transfer_logit_mse,dense_commutator_anchor_residual_stream_l2,dense_commutator_transfer_residual_stream_l2,support_churn_advantage_topk1_vs_topk2,logit_churn_advantage_topk1_vs_topk2,residual_stream_churn_advantage_topk1_vs_topk2,commutator_anchor_logit_mse_advantage_topk1_vs_topk2,commutator_transfer_logit_mse_advantage_topk1_vs_topk2,commutator_anchor_logit_mse_advantage_topk1_vs_dense,commutator_transfer_logit_mse_advantage_topk1_vs_dense,transfer_improvement_advantage_topk1_vs_topk2,transfer_improvement_advantage_topk1_vs_dense
seed1,results/audits/token_larger_active_rank_matched_topk1_retention_churn_probe,pass,active_topk1_retention_churn_probe_established,True,-0.042048803633778095,-0.1520650087683289,0.00390625,0.13784439861774445,4.496304988861084,-0.8870329856872559,0.9219368696212769,0.009826509281992912,0.010023655369877815,1.4544962644577026,1.4703704118728638,0.9140625,0.15603066980838776,4.589938640594482,-0.8961036205291748,0.9055808782577515,0.1850009262561798,0.1823214739561081,3.9842677116394043,3.9276623725891113,,0.07161282002925873,3.0426342487335205,-0.5173170566558838,0.5234005451202393,0.05515191704034805,0.054894182831048965,2.9224555492401123,2.917881488800049,0.91015625,0.01818627119064331,0.09363365173339844,0.1751744169741869,0.17229781858623028,0.04532540775835514,0.04487052746117115,0.01635599136352539,0.3985363245010376
seed2,results/audits/token_larger_active_rank_matched_topk1_retention_churn_probe_seed2,pass,active_topk1_retention_churn_probe_established,True,-0.042048803633778095,-0.1520650087683289,0.0078125,0.14391478896141052,4.524092674255371,-0.9424065351486206,0.994930624961853,0.00956729520112276,0.010026859119534492,1.2640960216522217,1.3095011711120605,0.8125,0.15583708882331848,4.598163604736328,-0.9360860586166382,0.9518378973007202,0.2816872000694275,0.28951147198677063,5.948879718780518,6.0395941734313965,,0.0499514602124691,2.5739669799804688,-0.4376795291900635,0.44049763679504395,0.0715995505452156,0.07165241986513138,3.341032028198242,3.3441808223724365,0.8046875,0.011922299861907959,0.07407093048095703,0.27211990486830473,0.27948461286723614,0.062032255344092846,0.061625560745596886,0.04309272766113281,0.5544329881668091
