position_bin,token_class,residual_norm_bin,residual_gain_bin,support_count_bin,observed_row_count,observed_pair_synergy_mean,observed_pair_gain_mean,observed_singleton_left_gain_mean,observed_singleton_right_gain_mean,control_present,control_row_count,control_pair_synergy_mean,control_support_count_difference_mean,control_support_count_difference_abs_mean,control_fixed_support_loss_difference_mean,control_fixed_support_loss_difference_abs_mean,control_exact_support_count_candidate_count_mean,control_near_support_count_candidate_count_mean,control_min_support_count_abs_difference_available_mean,control_match_status_counts,control_anchor_support_count,control_support_count,observed_minus_control_pair_synergy
even,common_target,high,high,mid,53,0.23868718687093482,1.1537990300160534,0.5056371283981035,0.409474714747015,True,96,0.16795184214909872,-7.53125,7.53125,0.025655264655749004,0.029122506578763325,0.0,0.0,2.8125,"{""loose_support_count_fallback"": 96}",5,10,0.0707353447218361
even,common_target,high,mid,high,14,0.3755780117852347,-0.03622622149331229,-0.1766106571469988,-0.2351935761315482,True,40,0.21793347597122192,-10.7,10.7,0.08703535795211792,0.08703535795211792,0.0,0.0,7.2,"{""loose_support_count_fallback"": 40}",3,6,0.15764453581401278
even,common_target,low,high,high,11,0.06101829355413264,0.20144514604048294,0.21123036471280185,-0.07080351222645152,True,35,0.023210586820329938,-11.457142857142857,11.457142857142857,0.11246513639177595,0.11246513639177595,0.0,0.0,7.457142857142857,"{""loose_support_count_fallback"": 35}",3,7,0.037807706733802696
even,common_target,low,high,mid,23,0.1632979745450227,0.22001255076864493,-0.032227640566618546,0.08894221679024074,True,50,0.15562975883483887,-7.4,7.4,0.04036067962646484,0.04341159820556641,0.0,0.0,3.0,"{""loose_support_count_fallback"": 50}",5,10,0.007668215710183834
even,common_target,low,low,high,23,0.16910715725110925,-0.34650766331216565,-0.40919802499854047,-0.10641679556473442,True,58,0.21438300198522106,-10.620689655172415,10.620689655172415,0.09231212632409458,0.09231212632409458,0.0,0.0,7.620689655172414,"{""loose_support_count_fallback"": 58}",3,8,-0.04527584473411181
even,common_target,low,low,mid,42,0.28249354589553105,-0.3314010358992077,-0.3477455036980765,-0.2661490780966623,True,81,0.23909105194939506,-7.185185185185185,7.185185185185185,0.033543421898359134,0.04257140924901138,0.0,0.0,3.0617283950617282,"{""loose_support_count_fallback"": 81}",5,10,0.04340249394613599
even,common_target,low,mid,high,32,0.2541305795311928,-0.05914817005395889,-0.1006874069571495,-0.21259134262800217,True,74,0.13699544764853813,-10.675675675675675,10.675675675675675,0.08272501584645864,0.08272501584645864,0.0,0.0,7.54054054054054,"{""loose_support_count_fallback"": 74}",3,8,0.11713513188265465
even,common_target,low,mid,mid,36,0.14950784047444662,-0.09488875336117214,-0.10946633418401082,-0.13493025965160793,True,83,0.19018005750265465,-7.698795180722891,7.698795180722891,0.04372948910816606,0.044773877385150956,0.0,0.0,3.072289156626506,"{""loose_support_count_fallback"": 83}",5,10,-0.04067221702820803
even,rare_target,low,high,high,12,0.1034658153851827,0.26345670223236084,0.2392363945643107,-0.07924550771713257,True,33,0.09775396549340451,-11.06060606060606,11.06060606060606,0.08726693644668117,0.08726693644668117,0.0,0.0,7.484848484848484,"{""loose_support_count_fallback"": 33}",3,8,0.005711849891778184
even,rare_target,low,high,mid,24,0.009633084138234457,0.22224446137746176,0.17866777380307516,0.03394360343615214,True,44,0.09089276465502652,-7.181818181818182,7.181818181818182,0.03223606673153964,0.041844725608825684,0.0,0.0,3.159090909090909,"{""loose_support_count_fallback"": 44}",5,8,-0.08125968051679207
even,rare_target,low,low,high,21,0.21952419053940547,-0.33810004733857657,-0.36046892120724633,-0.1971553166707357,True,89,0.29512629348240543,-10.887640449438202,10.887640449438202,0.07155738519818595,0.07155738519818595,0.0,0.0,7.382022471910112,"{""loose_support_count_fallback"": 89}",3,8,-0.07560210294299996
even,rare_target,low,low,mid,57,0.11289757176449425,-0.34593696761549564,-0.31081426352785346,-0.14802027585213645,True,91,0.20364325911134154,-7.406593406593407,7.406593406593407,0.028649607857505043,0.03577190965086549,0.0,0.0,2.879120879120879,"{""loose_support_count_fallback"": 91}",5,10,-0.09074568734684729
even,rare_target,low,mid,high,30,0.22580456733703613,-0.06863342126210531,-0.07160363992055258,-0.22283434867858887,True,55,0.2292442408475009,-11.018181818181818,11.018181818181818,0.09425459775057705,0.09425459775057705,0.0,0.0,7.654545454545454,"{""loose_support_count_fallback"": 55}",3,8,-0.003439673510464758
even,rare_target,low,mid,mid,35,0.10828379222324916,-0.10944205011640276,-0.1301471165248326,-0.08757872581481933,True,93,0.2263867316707488,-7.408602150537634,7.408602150537634,0.028236358396468625,0.03487046559651693,0.0,0.0,2.870967741935484,"{""loose_support_count_fallback"": 93}",5,10,-0.11810293944749964
odd,common_target,high,high,high,42,0.026544780958266484,1.3009650905927022,0.23142996288481213,1.0429903467496235,True,86,0.02850133319233739,-10.30232558139535,10.30232558139535,0.04812247808589492,0.04812247808589492,0.0,0.0,7.488372093023256,"{""loose_support_count_fallback"": 86}",3,8,-0.0019565522340709053
odd,common_target,high,mid,high,6,0.2577650547027588,-0.06433169047037761,-0.12235665321350098,-0.1997400919596354,True,37,0.22166578189746752,-10.594594594594595,10.594594594594595,0.08786169258323875,0.08786169258323875,0.0,0.0,7.216216216216216,"{""loose_support_count_fallback"": 37}",3,6,0.036099272805291266
