packet,probe_dir,status,decision,config_path,required_variants_present,finite_update_commutator_present,topk2_anchor_support_churn_after_transfer,topk2_anchor_logit_mse_drift,topk2_anchor_residual_stream_l2_drift,topk2_anchor_ce_drift,topk2_transfer_ce_improvement,topk2_commutator_anchor_logit_mse,topk2_commutator_transfer_logit_mse,topk2_commutator_anchor_residual_stream_l2,topk2_commutator_transfer_residual_stream_l2,topk1_anchor_support_churn_after_transfer,topk1_anchor_logit_mse_drift,topk1_transfer_ce_improvement,dense_transfer_ce_improvement,topk2_support_churn_minus_topk1,topk2_logit_churn_minus_topk1,topk2_transfer_improvement_over_dense,topk2_transfer_improvement_minus_topk1
seed1,results/audits/token_larger_active_rank_matched_topk1_retention_churn_probe,pass,active_topk1_retention_churn_probe_established,configs/token_larger_support_wide_hep_temporal_clipped_objective_gate.yaml,True,True,0.8984375,0.16618593037128448,4.678168296813965,-0.894456148147583,0.9036437273025513,0.20244745910167694,0.2038411945104599,4.145750999450684,4.117044925689697,0.00390625,0.13784439861774445,0.9219368696212769,0.42224669456481934,0.89453125,0.02834153175354004,0.48139703273773193,-0.018293142318725586
seed2,results/audits/token_larger_active_rank_matched_topk1_retention_churn_probe_seed2,pass,active_topk1_retention_churn_probe_established,configs/token_larger_support_wide_contextual_router_hep_temporal_clipped_objective_gate_seed2.yaml,True,True,0.8125,0.1558498591184616,4.5982584953308105,-0.9360860586166382,0.9518376588821411,0.2817026972770691,0.289511501789093,5.948947906494141,6.0395941734313965,0.0078125,0.14391478896141052,0.994930624961853,0.40576171875,0.8046875,0.011935070157051086,0.5460759401321411,-0.043092966079711914
