variant,load_balance_weight,intervention,support,anchor_intervention,anchor_support,control_support,anchor_router_support_count,control_router_support_count,support_count_difference,anchor_fixed_support_loss,control_fixed_support_loss,fixed_support_loss_difference,control_match_rank,control_match_status,control_candidate_count,control_exact_support_count_candidate_count,control_near_support_count_candidate_count,control_min_support_count_abs_difference_available,position_bin,token_class,router_support_count,empty_loss,router_loss,singleton_left_loss,singleton_right_loss,pair_loss,singleton_left_gain,singleton_right_gain,pair_gain,pair_synergy,fixed_support_loss,fixed_support_loss_delta,fixed_support_logit_mse,fixed_support_residual_stream_l2_delta,pair_value_cosine
baseline,0.0,fixed_dominant_router_support,"6,15",,,,,,,,,,,,,,,,all,all,13,4.163630962371826,2.9124011993408203,4.148983001708984,4.294410705566406,4.060120582580566,0.014647960662841797,-0.13077974319458008,0.10351037979125977,0.21964216232299805,4.060120582580566,1.147719383239746,0.25404080748558044,4.971041679382324,-0.013637125492095947
baseline,0.0,fixed_dominant_router_support,"6,15",,,,,,,,,,,,,,,,even,all,13,4.12342643737793,2.854438543319702,4.0991716384887695,4.235603332519531,3.9867632389068604,0.024254798889160156,-0.11217689514160156,0.13666319847106934,0.22458529472351074,3.9867632389068604,1.1323246955871582,,,-0.013637125492095947
baseline,0.0,fixed_dominant_router_support,"6,15",,,,,,,,,,,,,,,,odd,all,13,4.205132484436035,2.972234010696411,4.20040225982666,4.3551154136657715,4.135844707489014,0.004730224609375,-0.14998292922973633,0.06928777694702148,0.2145404815673828,4.135844707489014,1.1636106967926025,,,-0.013637125492095947
baseline,0.0,fixed_dominant_router_support,"6,15",,,,,,,,,,,,,,,,all,common_target,13,4.114662170410156,2.732042074203491,3.9705147743225098,4.333616256713867,3.9631245136260986,0.14414739608764648,-0.21895408630371094,0.15153765678405762,0.22634434700012207,3.9631245136260986,1.2310824394226074,,,-0.013637125492095947
baseline,0.0,fixed_dominant_router_support,"6,15",,,,,,,,,,,,,,,,all,rare_target,13,4.234468460083008,3.173309326171875,4.407156467437744,4.237695693969727,4.200435161590576,-0.17268800735473633,-0.00322723388671875,0.03403329849243164,0.20994853973388672,4.200435161590576,1.0271258354187012,,,-0.013637125492095947
baseline,0.0,fixed_dominant_router_support,"2,15",,,,,,,,,,,,,,,,all,all,12,4.163630962371826,2.9124011993408203,4.201282978057861,4.294410705566406,4.127525806427002,-0.037652015686035156,-0.13077974319458008,0.03610515594482422,0.20453691482543945,4.127525806427002,1.2151246070861816,0.25672706961631775,5.213968276977539,-0.1396656334400177
baseline,0.0,fixed_dominant_router_support,"2,15",,,,,,,,,,,,,,,,even,all,12,4.12342643737793,2.854438543319702,4.174108982086182,4.235603332519531,4.0977253913879395,-0.05068254470825195,-0.11217689514160156,0.025701045989990234,0.18856048583984375,4.0977253913879395,1.2432868480682373,,,-0.1396656334400177
baseline,0.0,fixed_dominant_router_support,"2,15",,,,,,,,,,,,,,,,odd,all,12,4.205132484436035,2.972234010696411,4.229333400726318,4.3551154136657715,4.1582865715026855,-0.024200916290283203,-0.14998292922973633,0.04684591293334961,0.22102975845336914,4.1582865715026855,1.1860525608062744,,,-0.1396656334400177
baseline,0.0,fixed_dominant_router_support,"2,15",,,,,,,,,,,,,,,,all,common_target,12,4.114662170410156,2.732042074203491,4.10820198059082,4.333616256713867,4.0550537109375,0.0064601898193359375,-0.21895408630371094,0.05960845947265625,0.27210235595703125,4.0550537109375,1.3230116367340088,,,-0.1396656334400177
baseline,0.0,fixed_dominant_router_support,"2,15",,,,,,,,,,,,,,,,all,rare_target,12,4.234468460083008,3.173309326171875,4.335933685302734,4.237695693969727,4.232363700866699,-0.10146522521972656,-0.00322723388671875,0.0021047592163085938,0.1067972183227539,4.232363700866699,1.0590543746948242,,,-0.1396656334400177
baseline,0.0,fixed_dominant_router_support,"2,22",,,,,,,,,,,,,,,,all,all,12,4.163630962371826,2.9124011993408203,4.201282978057861,4.2311110496521,4.104715824127197,-0.037652015686035156,-0.06748008728027344,0.058915138244628906,0.1640472412109375,4.104715824127197,1.192314624786377,0.26108863949775696,5.2113356590271,-0.08867885172367096
baseline,0.0,fixed_dominant_router_support,"2,22",,,,,,,,,,,,,,,,even,all,12,4.12342643737793,2.854438543319702,4.174108982086182,4.172243595123291,4.065503120422363,-0.05068254470825195,-0.04881715774536133,0.057923316955566406,0.1574230194091797,4.065503120422363,1.2110645771026611,,,-0.08867885172367096
baseline,0.0,fixed_dominant_router_support,"2,22",,,,,,,,,,,,,,,,odd,all,12,4.205132484436035,2.972234010696411,4.229333400726318,4.291877269744873,4.145194053649902,-0.024200916290283203,-0.08674478530883789,0.05993843078613281,0.1708841323852539,4.145194053649902,1.1729600429534912,,,-0.08867885172367096
baseline,0.0,fixed_dominant_router_support,"2,22",,,,,,,,,,,,,,,,all,common_target,12,4.114662170410156,2.732042074203491,4.10820198059082,4.102924823760986,3.9458703994750977,0.0064601898193359375,0.011737346649169922,0.1687917709350586,0.15059423446655273,3.9458703994750977,1.2138283252716064,,,-0.08867885172367096
baseline,0.0,fixed_dominant_router_support,"2,22",,,,,,,,,,,,,,,,all,rare_target,12,4.234468460083008,3.173309326171875,4.335933685302734,4.4165449142456055,4.334502696990967,-0.10146522521972656,-0.18207645416259766,-0.10003423690795898,0.18350744247436523,4.334502696990967,1.1611933708190918,,,-0.08867885172367096
baseline,0.0,fixed_dominant_router_support,"2,5",,,,,,,,,,,,,,,,all,all,12,4.163630962371826,2.9124011993408203,4.201282978057861,4.260735034942627,4.11104679107666,-0.037652015686035156,-0.09710407257080078,0.052584171295166016,0.18734025955200195,4.11104679107666,1.1986455917358398,0.2685854732990265,5.405521392822266,-0.045981280505657196
baseline,0.0,fixed_dominant_router_support,"2,5",,,,,,,,,,,,,,,,even,all,12,4.12342643737793,2.854438543319702,4.174108982086182,4.1737213134765625,4.068554878234863,-0.05068254470825195,-0.05029487609863281,0.054871559143066406,0.15584897994995117,4.068554878234863,1.2141163349151611,,,-0.045981280505657196
