variant,load_balance_weight,column,router_support_count,router_support_fraction,column_value_norm,mean_router_score,ablate_loss,ablate_loss_delta,ablate_logit_mse,ablate_residual_stream_l2_delta,force_loss,force_loss_delta,force_logit_mse,force_residual_stream_l2_delta
baseline,0.0,12,22,0.04296875,4.563910484313965,-4.437126636505127,2.9811525344848633,0.06875157356262207,0.010635318234562874,0.3208998739719391,4.272143840789795,1.3597428798675537,0.3066731095314026,6.0938239097595215
baseline,0.0,13,4,0.0078125,4.0584540367126465,-8.238097190856934,2.9454598426818848,0.033058881759643555,0.002312703523784876,0.0634133443236351,4.298497200012207,1.3860962390899658,0.3113136887550354,5.9904255867004395
baseline,0.0,14,0,0.0,0.4798547923564911,-6.723478317260742,2.912400960922241,0.0,0.0,0.0,4.165204048156738,1.252803087234497,0.15700693428516388,4.448932647705078
baseline,0.0,15,53,0.103515625,4.41444730758667,0.5605697631835938,2.980825424194336,0.06842446327209473,0.01185652520507574,0.3281358480453491,4.294410705566406,1.382009744644165,0.31186142563819885,5.958178520202637
baseline,0.0,16,0,0.0,0.770160436630249,-10.512006759643555,2.912400960922241,0.0,0.0,0.0,4.153982162475586,1.2415812015533447,0.15700355172157288,4.461027145385742
baseline,0.0,17,0,0.0,0.0,-3.257004737854004,2.912400960922241,0.0,0.0,0.0,4.163630962371826,1.251230001449585,0.15512968599796295,4.434449672698975
baseline,0.0,18,16,0.03125,4.525769233703613,-1.596825361251831,2.969322443008423,0.05692148208618164,0.008020007982850075,0.21213634312152863,4.307052135467529,1.394651174545288,0.3231827914714813,6.1669921875
baseline,0.0,19,10,0.01953125,4.406306266784668,-7.71431303024292,2.995772123336792,0.08337116241455078,0.006220028270035982,0.1721213161945343,4.25037956237793,1.3379786014556885,0.3050398826599121,6.062185764312744
baseline,0.0,20,15,0.029296875,4.19060754776001,-3.327394485473633,2.9553468227386475,0.04294586181640625,0.004259284120053053,0.1309564858675003,4.251049041748047,1.3386480808258057,0.28673818707466125,5.96534538269043
baseline,0.0,21,0,0.0,0.7745446562767029,-11.583391189575195,2.912400960922241,0.0,0.0,0.0,4.160000801086426,1.2475998401641846,0.1575615406036377,4.478031635284424
baseline,0.0,22,22,0.04296875,4.210648059844971,-4.264739990234375,2.979839324951172,0.06743836402893066,0.011613277718424797,0.32895687222480774,4.2311110496521,1.3187100887298584,0.28834298253059387,5.731537818908691
baseline,0.0,23,22,0.04296875,4.571019172668457,-4.460927963256836,2.972710609436035,0.060309648513793945,0.007334328722208738,0.21426650881767273,4.223221302032471,1.3108203411102295,0.30286628007888794,6.152689456939697
load_balance_0.0125,0.0125,0,33,0.064453125,3.873419761657715,3.3610639572143555,2.86177396774292,0.03150320053100586,0.0024053442757576704,0.07895989716053009,4.226442337036133,1.3961715698242188,0.26341432332992554,5.532158851623535
load_balance_0.0125,0.0125,1,15,0.029296875,4.255828380584717,-1.7935503721237183,2.889465093612671,0.059194326400756836,0.006756132002919912,0.1828673928976059,4.266045093536377,1.435774326324463,0.29835033416748047,5.773256301879883
load_balance_0.0125,0.0125,2,98,0.19140625,0.7392706871032715,5.280120849609375,2.8302667140960693,-4.0531158447265625e-06,3.4706587030086666e-05,0.005885949824005365,4.1523027420043945,1.3220319747924805,0.14350321888923645,4.126026153564453
load_balance_0.0125,0.0125,3,19,0.037109375,4.510624885559082,-6.182628154754639,2.9491353034973145,0.11886453628540039,0.013401658274233341,0.3347727358341217,4.278582572937012,1.4483118057250977,0.31612083315849304,5.742780685424805
load_balance_0.0125,0.0125,4,25,0.048828125,4.092045307159424,1.772608757019043,2.871183395385742,0.040912628173828125,0.003648183774203062,0.1278764009475708,4.283145427703857,1.4528746604919434,0.2700783610343933,5.8081464767456055
load_balance_0.0125,0.0125,5,12,0.0234375,4.050702095031738,-2.0801777839660645,2.90447735786438,0.07420659065246582,0.006869155913591385,0.18987663090229034,4.241334915161133,1.4110641479492188,0.2884346842765808,5.619201183319092
load_balance_0.0125,0.0125,6,9,0.017578125,3.53928279876709,-1.9547733068466187,2.867119312286377,0.03684854507446289,0.004113803617656231,0.12442198395729065,4.267879962921143,1.4376091957092285,0.2690265476703644,5.407973289489746
load_balance_0.0125,0.0125,7,36,0.0703125,4.552870273590088,-4.682040214538574,3.019660472869873,0.18938970565795898,0.022553304210305214,0.6350664496421814,4.136129856109619,1.305859088897705,0.27298685908317566,5.337718486785889
load_balance_0.0125,0.0125,8,15,0.029296875,4.037413120269775,0.7967749238014221,2.8743369579315186,0.04406619071960449,0.003910521976649761,0.12616875767707825,4.2167158126831055,1.3864450454711914,0.2677623927593231,5.696018695831299
load_balance_0.0125,0.0125,9,4,0.0078125,4.0615715980529785,1.902674674987793,2.863654851913452,0.033384084701538086,0.0021328271832317114,0.06346173584461212,4.26015043258667,1.4298796653747559,0.2802921235561371,5.720056533813477
load_balance_0.0125,0.0125,10,14,0.02734375,4.227065563201904,0.05166377127170563,2.9104981422424316,0.08022737503051758,0.0060121226124465466,0.16511975228786469,4.244551658630371,1.414280891418457,0.2854016423225403,5.670871734619141
load_balance_0.0125,0.0125,11,23,0.044921875,3.9698452949523926,1.7018978595733643,2.8747189044952393,0.044448137283325195,0.0040028514340519905,0.12405826151371002,4.212347030639648,1.3820762634277344,0.25919008255004883,5.551930904388428
load_balance_0.0125,0.0125,12,14,0.02734375,4.238559722900391,-0.8610895872116089,2.8921635150909424,0.06189274787902832,0.007986604236066341,0.23179611563682556,4.259964466094971,1.4296936988830566,0.2821933329105377,5.673743724822998
load_balance_0.0125,0.0125,13,55,0.107421875,3.841477155685425,3.2052202224731445,2.878312826156616,0.04804205894470215,0.005650743842124939,0.1804145872592926,4.256979942321777,1.4267091751098633,0.2669197618961334,5.522343635559082
load_balance_0.0125,0.0125,14,19,0.037109375,3.5086519718170166,3.3773136138916016,2.86710524559021,0.0368344783782959,0.0031038469169288874,0.09562525153160095,4.203796863555908,1.3735260963439941,0.24594996869564056,5.259494304656982
load_balance_0.0125,0.0125,15,22,0.04296875,4.017197132110596,-4.576255798339844,2.8922464847564697,0.061975717544555664,0.009476358070969582,0.28245848417282104,4.270195960998535,1.439925193786621,0.26937949657440186,5.4534993171691895
load_balance_0.0125,0.0125,16,18,0.03515625,3.546018600463867,2.5814924240112305,2.8576700687408447,0.027399301528930664,0.001437230734154582,0.05562658980488777,4.247903347015381,1.4176325798034668,0.2358645349740982,5.396601676940918
load_balance_0.0125,0.0125,17,12,0.0234375,4.1523823738098145,0.6555719971656799,2.8943965435028076,0.06412577629089355,0.007472499273717403,0.19464266300201416,4.288088798522949,1.4578180313110352,0.3002832531929016,5.64265775680542
load_balance_0.0125,0.0125,18,8,0.015625,4.0849928855896,-3.736588478088379,2.875239133834839,0.044968366622924805,0.004202357959002256,0.1276559829711914,4.258029937744141,1.4277591705322266,0.2813571095466614,5.7324628829956055
load_balance_0.0125,0.0125,19,14,0.02734375,3.7079625129699707,1.7456004619598389,2.8582563400268555,0.027985572814941406,0.0022589140571653843,0.0726996660232544,4.222006797790527,1.3917360305786133,0.2506638169288635,5.453305721282959
load_balance_0.0125,0.0125,20,24,0.046875,4.308263778686523,-1.598952293395996,2.9214425086975098,0.0911717414855957,0.013801631517708302,0.40389931201934814,4.232547283172607,1.4022765159606934,0.2771492004394531,5.496006965637207
load_balance_0.0125,0.0125,21,8,0.015625,3.909715414047241,-3.0569043159484863,2.87589168548584,0.04562091827392578,0.0046290019527077675,0.12217700481414795,4.309114456176758,1.4788436889648438,0.2910866141319275,5.590550899505615
load_balance_0.0125,0.0125,22,7,0.013671875,3.8500590324401855,-1.0196406841278076,2.859196901321411,0.02892613410949707,0.0020602254662662745,0.06015709042549133,4.276830196380615,1.4465594291687012,0.2754712700843811,5.606817722320557
load_balance_0.0125,0.0125,23,8,0.015625,3.917508602142334,2.017702102661133,2.871624231338501,0.041353464126586914,0.00334548600949347,0.12242211401462555,4.247123718261719,1.4168529510498047,0.2514778971672058,5.611572265625
rank_matched_topk1_contextual,0.0,0,10,0.0390625,4.709441184997559,0.03667454421520233,2.914614677429199,0.04816031455993652,0.006306384690105915,0.18396255373954773,4.235062599182129,1.3686082363128662,0.3043630123138428,6.389209747314453
rank_matched_topk1_contextual,0.0,1,7,0.02734375,4.707300662994385,0.1000053808093071,2.902040481567383,0.03558611869812012,0.004443177487701178,0.12871524691581726,4.2945332527160645,1.4280788898468018,0.32491156458854675,6.599402904510498
rank_matched_topk1_contextual,0.0,2,9,0.03515625,4.7038164138793945,-0.014844032935798168,2.9127511978149414,0.04629683494567871,0.006481061689555645,0.16536852717399597,4.202681541442871,1.3362271785736084,0.33046889305114746,6.37426233291626
rank_matched_topk1_contextual,0.0,3,19,0.07421875,4.552663803100586,0.043203968554735184,2.936094045639038,0.06963968276977539,0.010371641255915165,0.337893009185791,4.170265197753906,1.3038108348846436,0.27401888370513916,6.012272357940674
rank_matched_topk1_contextual,0.0,4,13,0.05078125,4.643162250518799,0.10076192766427994,2.921940565109253,0.055486202239990234,0.009417308494448662,0.235785573720932,4.303564548492432,1.437110185623169,0.3532829284667969,6.397141933441162
rank_matched_topk1_contextual,0.0,5,1,0.00390625,4.750197410583496,0.0021461856085807085,2.8753561973571777,0.008901834487915039,0.0006335601792670786,0.01855545863509178,4.3159050941467285,1.4494507312774658,0.3196725845336914,6.580902576446533
rank_matched_topk1_contextual,0.0,6,7,0.02734375,4.727050304412842,-0.03012821264564991,2.907503843307495,0.04104948043823242,0.00432702386751771,0.1292552798986435,4.303529262542725,1.437074899673462,0.32606345415115356,6.623466491699219
rank_matched_topk1_contextual,0.0,7,0,0.0,0.0,-0.09946835041046143,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,8,0,0.0,0.0,-0.06237697973847389,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,9,8,0.03125,4.753549575805664,0.02014053426682949,2.912822961807251,0.04636859893798828,0.0043616630136966705,0.148548424243927,4.235345840454102,1.3688914775848389,0.2952350080013275,6.54469633102417
rank_matched_topk1_contextual,0.0,10,8,0.03125,4.757083415985107,0.010315768420696259,2.9127957820892334,0.0463414192199707,0.005260758101940155,0.1486588716506958,4.268153667449951,1.4016993045806885,0.330515593290329,6.549979209899902
rank_matched_topk1_contextual,0.0,11,0,0.0,0.0,-0.10375475138425827,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,12,0,0.0,0.0,-0.07325740158557892,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,13,3,0.01171875,4.79002046585083,-0.01568443328142166,2.8962924480438232,0.029838085174560547,0.002097280230373144,0.056133054196834564,4.291389465332031,1.4249351024627686,0.32965797185897827,6.5998125076293945
rank_matched_topk1_contextual,0.0,14,0,0.0,0.0,-0.0702463835477829,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,15,14,0.0546875,4.770513534545898,0.07947403937578201,2.9208879470825195,0.054433584213256836,0.008217987604439259,0.2608874440193176,4.2690911293029785,1.4026367664337158,0.3039357364177704,6.402439594268799
rank_matched_topk1_contextual,0.0,16,13,0.05078125,4.623265266418457,0.010273970663547516,2.9333033561706543,0.0668489933013916,0.009212078526616096,0.23477518558502197,4.247853755950928,1.381399393081665,0.3415990173816681,6.349496364593506
rank_matched_topk1_contextual,0.0,17,0,0.0,0.0,0.00318728550337255,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,18,9,0.03515625,4.621739864349365,0.12861445546150208,2.907543897628784,0.041089534759521484,0.005138187203556299,0.16248303651809692,4.261122226715088,1.3946678638458252,0.2946896553039551,6.395711421966553
rank_matched_topk1_contextual,0.0,19,0,0.0,0.0,-0.18798165023326874,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,20,5,0.01953125,4.650185585021973,0.00516577297821641,2.8929104804992676,0.026456117630004883,0.0034059439785778522,0.0908239334821701,4.287045955657959,1.4205915927886963,0.33746907114982605,6.493307590484619
rank_matched_topk1_contextual,0.0,21,0,0.0,0.0,-0.037741053849458694,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,22,0,0.0,0.0,-0.002736379625275731,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,23,19,0.07421875,4.680057048797607,0.15127357840538025,2.931810140609741,0.06535577774047852,0.010100677609443665,0.34734800457954407,4.257302761077881,1.3908483982086182,0.29703375697135925,6.354296684265137
rank_matched_topk1_contextual,0.0,24,17,0.06640625,4.692611217498779,0.10827139765024185,2.9306182861328125,0.0641639232635498,0.009150142781436443,0.31161871552467346,4.220814228057861,1.3543598651885986,0.28286558389663696,6.271420955657959
rank_matched_topk1_contextual,0.0,25,2,0.0078125,4.728498458862305,0.03818298503756523,2.8837151527404785,0.01726078987121582,0.0013081793440505862,0.036941394209861755,4.32879114151001,1.462336778640747,0.34417057037353516,6.6847825050354
rank_matched_topk1_contextual,0.0,26,8,0.03125,4.698827266693115,-0.04396454617381096,2.911990165710449,0.04553580284118652,0.0045140148140490055,0.14683835208415985,4.1493024826049805,1.2828481197357178,0.2774983048439026,6.346199989318848
rank_matched_topk1_contextual,0.0,27,0,0.0,0.0,-0.12271479517221451,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,28,5,0.01953125,4.773086071014404,0.0618174746632576,2.9037458896636963,0.037291526794433594,0.0033411963377147913,0.09322433918714523,4.308757305145264,1.442302942276001,0.3236196041107178,6.6054182052612305
rank_matched_topk1_contextual,0.0,29,13,0.05078125,4.564328670501709,0.007757782936096191,2.9191648960113525,0.052710533142089844,0.007560488302260637,0.23178230226039886,4.190364837646484,1.3239104747772217,0.2852824032306671,6.157658100128174
rank_matched_topk1_contextual,0.0,30,13,0.05078125,4.717220783233643,0.14965620636940002,2.9149129390716553,0.04845857620239258,0.006899591069668531,0.23954635858535767,4.212020397186279,1.3455660343170166,0.27972811460494995,6.370018005371094
rank_matched_topk1_contextual,0.0,31,11,0.04296875,4.625781059265137,-0.04069345444440842,2.9115588665008545,0.0451045036315918,0.007322657387703657,0.19876405596733093,4.229912281036377,1.3634579181671143,0.3113382160663605,6.255466938018799
rank_matched_topk1_contextual,0.0,32,4,0.015625,4.7975993156433105,-0.049372971057891846,2.905569553375244,0.039115190505981445,0.002940709237009287,0.07496248930692673,4.336184024810791,1.4697296619415283,0.3481593430042267,6.698586463928223
rank_matched_topk1_contextual,0.0,33,5,0.01953125,4.817185878753662,0.058839019387960434,2.903306007385254,0.03685164451599121,0.0035060627851635218,0.09408566355705261,4.251346588134766,1.384892225265503,0.31057843565940857,6.501626014709473
rank_matched_topk1_contextual,0.0,34,0,0.0,0.0,-0.07092870026826859,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,35,0,0.0,0.0,-0.05630547180771828,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,36,0,0.0,0.0,-0.01709776185452938,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,37,3,0.01171875,4.752346038818359,0.014278694055974483,2.893141984939575,0.0266876220703125,0.00190097582526505,0.05569155514240265,4.315904140472412,1.4494497776031494,0.3197137415409088,6.582364559173584
rank_matched_topk1_contextual,0.0,38,5,0.01953125,4.6483073234558105,-0.09545385092496872,2.8944201469421387,0.027965784072875977,0.0025294439401477575,0.09078725427389145,4.233119487762451,1.3666651248931885,0.2759256958961487,6.413268566131592
rank_matched_topk1_contextual,0.0,39,8,0.03125,4.663418769836426,0.003098373766988516,2.9126696586608887,0.04621529579162598,0.005346585996448994,0.1457318216562271,4.286958694458008,1.4205043315887451,0.3225562870502472,6.409863471984863
rank_matched_topk1_contextual,0.0,40,0,0.0,0.0,0.0074856881983578205,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,41,4,0.015625,4.6001739501953125,-0.05356349050998688,2.8948535919189453,0.028399229049682617,0.002261819550767541,0.07187771797180176,4.29188871383667,1.4254343509674072,0.2998935878276825,6.525774955749512
rank_matched_topk1_contextual,0.0,42,0,0.0,0.0,-0.06301264464855194,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,43,3,0.01171875,4.724751949310303,-0.07939311861991882,2.8929131031036377,0.026458740234375,0.0022137637715786695,0.05536818504333496,4.297238349914551,1.430783987045288,0.34948644042015076,6.515564918518066
rank_matched_topk1_contextual,0.0,44,0,0.0,0.0,-0.019786130636930466,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,45,0,0.0,0.0,-0.06419754028320312,2.8664543628692627,0.0,0.0,0.0,4.163630962371826,1.2971765995025635,0.156795471906662,4.684269428253174
rank_matched_topk1_contextual,0.0,46,4,0.015625,4.8287034034729,0.001977774780243635,2.900435209274292,0.0339808464050293,0.002507720375433564,0.07544849812984467,4.2669148445129395,1.4004604816436768,0.32099178433418274,6.707273483276367
rank_matched_topk1_contextual,0.0,47,6,0.0234375,4.796023368835449,0.02638748101890087,2.9055750370025635,0.03912067413330078,0.003717371728271246,0.11240680515766144,4.145074844360352,1.2786204814910889,0.2839459776878357,6.312761306762695
