packet,probe_dir,status,decision,config_path,required_variants_present,topk1_support_churn_lower_than_topk2,topk1_logit_churn_not_higher_than_topk2,topk1_transfer_improvement_at_least_topk2,source_singleton_gain_still_negative,topk1_anchor_support_churn_after_transfer,topk2_anchor_support_churn_after_transfer,topk1_anchor_logit_mse_drift,topk2_anchor_logit_mse_drift,topk1_transfer_ce_improvement,topk2_transfer_ce_improvement,dense_transfer_ce_improvement,source_topk1_singleton_gain_mean,source_context_level_topk1_singleton_gain_mean,support_churn_advantage,logit_churn_advantage,transfer_improvement_advantage
seed1,results/audits/token_larger_active_rank_matched_topk1_retention_churn_probe,pass,active_topk1_retention_churn_probe_established,configs/token_larger_support_wide_hep_temporal_clipped_objective_gate.yaml,True,True,True,True,True,0.00390625,0.9140625,0.13784439861774445,0.15589819848537445,0.9219368696212769,0.9051434993743896,0.42224669456481934,-0.042048803633778095,-0.1520650087683289,0.91015625,0.018053799867630005,0.016793370246887207
seed2,results/audits/token_larger_active_rank_matched_topk1_retention_churn_probe_seed2,pass,active_topk1_retention_churn_probe_established,configs/token_larger_support_wide_contextual_router_hep_temporal_clipped_objective_gate_seed2.yaml,True,True,True,True,True,0.0078125,0.8125,0.14391478896141052,0.15587319433689117,0.994930624961853,0.951836347579956,0.40576171875,-0.042048803633778095,-0.1520650087683289,0.8046875,0.011958405375480652,0.04309427738189697
