anchor_support,control_intervention,control_support,token_index,batch_index,position_index,position_bin,token_class,residual_norm_bin,residual_gain_bin,observed_pair_synergy,control_pair_synergy,observed_minus_control_pair_synergy,observed_pair_gain,control_pair_gain,anchor_router_support_count,control_router_support_count,support_count_difference,fixed_support_loss_difference,control_match_rank,control_match_status
"2,5",fixed_support_frequency_matched_control,"0,2",204,3,15,odd,common_target,low,low,0.08183479309082031,0.29178404808044434,-0.20994925498962402,-0.3714573383331299,-0.4010608196258545,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",205,3,16,even,common_target,low,high,0.3462071418762207,-0.17121219635009766,0.5174193382263184,0.18638992309570312,0.10284566879272461,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",206,3,17,odd,rare_target,low,high,-0.11928367614746094,0.24468183517456055,-0.3639655113220215,0.8005523681640625,0.80999755859375,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",210,3,21,odd,rare_target,low,low,0.29081201553344727,0.2183361053466797,0.07247591018676758,-0.38339900970458984,-0.38338756561279297,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",212,3,23,odd,common_target,low,low,0.0893094539642334,0.20783615112304688,-0.11852669715881348,-0.17142462730407715,1.1825051307678223,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",213,3,24,even,common_target,low,low,0.47318005561828613,0.16050934791564941,0.3126707077026367,-0.31664228439331055,-0.31699204444885254,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",215,3,26,even,common_target,low,high,0.14669179916381836,0.40074682235717773,-0.2540550231933594,0.11272335052490234,0.31101131439208984,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",222,3,33,odd,rare_target,low,low,0.41971611976623535,0.2833681106567383,0.13634800910949707,-0.40404295921325684,-0.40074706077575684,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",223,3,34,even,common_target,low,low,0.111236572265625,0.12729310989379883,-0.016056537628173828,-0.4066762924194336,-0.3970479965209961,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",225,3,36,even,rare_target,low,high,-0.5156760215759277,-0.14369583129882812,-0.3719801902770996,0.16251516342163086,-0.11716651916503906,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",227,3,38,even,rare_target,low,high,-0.019762277603149414,0.2240128517150879,-0.2437751293182373,0.1138458251953125,0.11360454559326172,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",230,3,41,odd,rare_target,low,low,0.017527103424072266,-0.5146923065185547,0.532219409942627,-0.26536130905151367,-0.25784969329833984,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",236,3,47,odd,common_target,low,mid,0.3189425468444824,0.13035249710083008,0.18859004974365234,-0.15604352951049805,-0.1558527946472168,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",237,3,48,even,common_target,high,high,0.06425595283508301,-0.26427316665649414,0.32852911949157715,2.115826964378357,-0.06422877311706543,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",243,3,54,even,rare_target,low,low,0.5393400192260742,0.24449443817138672,0.2948455810546875,-0.24592876434326172,-0.23368167877197266,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",245,3,56,even,common_target,high,high,0.3155946731567383,0.3323183059692383,-0.0167236328125,0.17157793045043945,-0.21456575393676758,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",247,3,58,even,common_target,low,low,0.7153000831604004,0.8123347759246826,-0.09703469276428223,-0.3056364059448242,0.22298550605773926,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,5",fixed_support_frequency_matched_control,"0,2",249,3,60,even,common_target,low,mid,0.3054518699645996,0.3021512031555176,0.0033006668090820312,-0.1434617042541504,-0.2572016716003418,12.0,4.0,-8.0,0.008357524871826172,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",0,0,0,even,rare_target,low,high,0.27215099334716797,0.6347918510437012,-0.3626408576965332,0.200286865234375,-0.13042712211608887,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",1,0,1,odd,rare_target,low,high,0.36914873123168945,0.01497507095336914,0.3541736602783203,0.2869725227355957,-0.007383823394775391,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",2,0,2,even,rare_target,low,low,-0.28721117973327637,0.15334725379943848,-0.44055843353271484,-0.4833333492279053,-0.5250818729400635,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",3,0,3,odd,rare_target,low,high,0.2166576385498047,0.3414597511291504,-0.1248021125793457,0.01604461669921875,-0.3437981605529785,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",5,0,5,odd,common_target,low,high,-0.3521847724914551,0.38809728622436523,-0.7402820587158203,0.043279170989990234,1.224649429321289,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",7,0,7,odd,rare_target,low,mid,0.36533021926879883,0.1514134407043457,0.21391677856445312,-0.15707874298095703,-0.49187564849853516,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",8,0,8,even,rare_target,low,mid,0.48935699462890625,0.3019375801086426,0.18741941452026367,-0.16931915283203125,1.1969454288482666,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",10,0,10,even,rare_target,low,low,-0.23008012771606445,-0.1485586166381836,-0.08152151107788086,-0.3053302764892578,0.6635098457336426,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",12,0,12,even,common_target,high,high,-0.21486330032348633,0.5876703262329102,-0.8025336265563965,0.9476776123046875,-0.301668643951416,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",15,0,15,odd,rare_target,low,low,0.29956960678100586,0.07755041122436523,0.22201919555664062,-0.3794393539428711,0.06730461120605469,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",22,0,22,even,rare_target,low,low,0.3140835762023926,0.2511007785797119,0.06298279762268066,-0.37940263748168945,-0.3093700408935547,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",24,0,24,even,common_target,low,mid,-0.15002703666687012,0.0008008480072021484,-0.15082788467407227,-0.20760774612426758,-1.0927166938781738,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",30,0,30,even,common_target,low,mid,0.07182168960571289,0.0017523765563964844,0.0700693130493164,0.013708114624023438,-0.2813262939453125,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",32,0,32,even,common_target,high,high,0.4332127571105957,-0.031021833419799805,0.4642345905303955,1.0238182544708252,0.3082551956176758,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",34,0,34,even,rare_target,low,low,-0.3132023811340332,0.3296358585357666,-0.6428382396697998,-0.39505720138549805,-0.2790405750274658,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",37,0,37,odd,rare_target,low,low,0.09575319290161133,-0.012511730194091797,0.10826492309570312,-0.37104368209838867,0.03414773941040039,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",38,0,38,even,common_target,low,low,0.03026866912841797,-0.3293123245239258,0.35958099365234375,-0.2530803680419922,0.31650209426879883,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",42,0,42,even,rare_target,low,low,0.05671072006225586,0.29153966903686523,-0.23482894897460938,-0.2803969383239746,-0.11511516571044922,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",46,0,46,even,common_target,low,low,0.5835795402526855,-0.14398574829101562,0.7275652885437012,-0.5386338233947754,-0.013991832733154297,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",47,0,47,odd,rare_target,low,mid,0.10261869430541992,0.14956092834472656,-0.04694223403930664,-0.09514379501342773,-0.5707640647888184,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",56,0,56,even,common_target,low,mid,0.0491790771484375,0.06997299194335938,-0.020793914794921875,-0.14842700958251953,-0.10839414596557617,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",57,0,57,odd,common_target,low,low,0.2539682388305664,0.08697938919067383,0.16698884963989258,-0.33179235458374023,1.643608570098877,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",63,1,0,even,rare_target,low,mid,0.1716632843017578,0.6579651832580566,-0.48630189895629883,-0.15618038177490234,-0.018917083740234375,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",64,1,1,odd,common_target,low,low,0.5824370384216309,-0.14501953125,0.7274565696716309,-0.5396904945373535,-0.01581716537475586,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",65,1,2,even,rare_target,low,mid,0.10254192352294922,0.14970731735229492,-0.0471653938293457,-0.0936899185180664,-0.5724048614501953,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",67,1,4,even,common_target,low,mid,0.14201712608337402,-0.02087712287902832,0.16289424896240234,-0.06239819526672363,-0.18273067474365234,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",74,1,11,odd,common_target,low,mid,0.047524452209472656,0.06960535049438477,-0.02208089828491211,-0.14926624298095703,-0.10873794555664062,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",75,1,12,even,common_target,low,low,0.25292539596557617,0.08686494827270508,0.1660604476928711,-0.33287668228149414,1.6437723636627197,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",79,1,16,even,common_target,high,high,0.17553281784057617,0.17496061325073242,0.00057220458984375,0.9262478351593018,-0.3120393753051758,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",81,1,18,even,rare_target,low,low,0.05247020721435547,0.40203189849853516,-0.3495616912841797,-0.37564659118652344,-0.195037841796875,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",82,1,19,odd,rare_target,low,mid,0.11657428741455078,0.07881021499633789,0.03776407241821289,-0.0012273788452148438,-0.0740203857421875,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",86,1,23,odd,rare_target,low,high,0.36928319931030273,0.013396739959716797,0.35588645935058594,0.28659582138061523,-0.009152412414550781,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",87,1,24,even,rare_target,low,low,-0.2858872413635254,0.1564469337463379,-0.4423341751098633,-0.48344993591308594,-0.5218367576599121,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",88,1,25,odd,rare_target,low,high,0.21493959426879883,0.3413052558898926,-0.12636566162109375,0.015558719635009766,-0.34313106536865234,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",90,1,27,odd,common_target,low,high,-0.3538789749145508,0.38956689834594727,-0.743445873260498,0.043931007385253906,1.2239904403686523,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",92,1,29,odd,rare_target,low,mid,0.3738574981689453,0.15362167358398438,0.22023582458496094,-0.14525413513183594,-0.4940910339355469,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",93,1,30,even,rare_target,low,mid,0.488675594329834,0.30470705032348633,0.18396854400634766,-0.16916322708129883,1.195176601409912,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",95,1,32,even,rare_target,low,low,-0.229034423828125,-0.15093994140625,-0.078094482421875,-0.3047957420349121,0.661029577255249,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",97,1,34,even,common_target,high,high,-0.2136218547821045,0.5871672630310059,-0.8007891178131104,0.9490869045257568,-0.3027772903442383,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",100,1,37,odd,rare_target,low,low,0.2966141700744629,0.08250570297241211,0.21410846710205078,-0.3814120292663574,0.07159852981567383,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",107,1,44,even,rare_target,low,low,0.31125736236572266,0.2541780471801758,0.057079315185546875,-0.38167524337768555,-0.30739831924438477,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",109,1,46,even,common_target,low,mid,-0.15172100067138672,0.0009212493896484375,-0.15264225006103516,-0.2069854736328125,-1.0926012992858887,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",115,1,52,even,common_target,low,mid,0.0713963508605957,0.001209259033203125,0.07018709182739258,0.013938426971435547,-0.28075218200683594,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",117,1,54,even,common_target,high,high,0.43267154693603516,-0.033402204513549805,0.46607375144958496,1.0227656364440918,0.3057749271392822,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",119,1,56,even,rare_target,low,low,-0.3173086643218994,0.32957935333251953,-0.646888017654419,-0.39860963821411133,-0.28020238876342773,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",122,1,59,odd,rare_target,low,low,0.13895559310913086,-0.014813423156738281,0.15376901626586914,-0.32561826705932617,0.030086517333984375,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",123,1,60,even,common_target,low,low,0.029722213745117188,-0.32788896560668945,0.35761117935180664,-0.25291967391967773,0.3159646987915039,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",127,2,1,odd,common_target,low,mid,-0.15346527099609375,0.00022554397583007812,-0.15369081497192383,-0.21043682098388672,-1.0896999835968018,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",133,2,7,odd,common_target,low,mid,0.06985044479370117,0.0002803802490234375,0.06957006454467773,0.01103830337524414,-0.27811765670776367,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",137,2,11,odd,rare_target,low,low,-0.3163185119628906,0.32910704612731934,-0.64542555809021,-0.39734792709350586,-0.2784111499786377,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",140,2,14,even,rare_target,low,low,0.12959861755371094,-0.016490936279296875,0.1460895538330078,-0.33804941177368164,0.0341191291809082,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",141,2,15,odd,common_target,low,low,0.0283048152923584,-0.3305485248565674,0.3588533401489258,-0.2561347484588623,0.31760454177856445,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",145,2,19,odd,rare_target,low,low,0.05390357971191406,0.2921481132507324,-0.23824453353881836,-0.28205013275146484,-0.11490488052368164,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",149,2,23,odd,common_target,low,low,0.5811829566955566,-0.14403915405273438,0.725222110748291,-0.5407466888427734,-0.01312875747680664,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",150,2,24,even,rare_target,low,mid,0.09973573684692383,0.1477823257446289,-0.04804658889770508,-0.09824562072753906,-0.5699605941772461,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",152,2,26,even,common_target,low,mid,0.13754701614379883,-0.021334171295166016,0.15888118743896484,-0.0655984878540039,-0.17867493629455566,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",159,2,33,odd,common_target,low,mid,0.04618644714355469,0.06886577606201172,-0.02267932891845703,-0.15087604522705078,-0.10796546936035156,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",160,2,34,even,common_target,low,low,0.25159168243408203,0.08480310440063477,0.16678857803344727,-0.3342132568359375,1.6460869312286377,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",164,2,38,even,common_target,high,high,0.17729949951171875,0.17046260833740234,0.006836891174316406,0.9293015003204346,-0.3137807846069336,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",166,2,40,even,rare_target,low,low,0.04990863800048828,0.39981508255004883,-0.34990644454956055,-0.37924718856811523,-0.19489669799804688,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",167,2,41,odd,rare_target,low,mid,0.11136054992675781,0.07909345626831055,0.032267093658447266,-0.006984233856201172,-0.07222509384155273,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",171,2,45,odd,rare_target,low,high,0.36580848693847656,0.014369010925292969,0.3514394760131836,0.28543996810913086,-0.005137443542480469,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",172,2,46,even,rare_target,low,low,-0.2899162769317627,0.15449237823486328,-0.444408655166626,-0.48538732528686523,-0.5225992202758789,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",173,2,47,odd,rare_target,low,mid,0.2143845558166504,0.33650636672973633,-0.12212181091308594,0.013254642486572266,-0.34245920181274414,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",175,2,49,odd,common_target,low,high,-0.3542008399963379,0.38774681091308594,-0.7419476509094238,0.040918827056884766,1.225067377090454,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",177,2,51,odd,rare_target,low,mid,0.37555503845214844,0.15230607986450195,0.22324895858764648,-0.14457035064697266,-0.4926118850708008,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",178,2,52,even,rare_target,low,mid,0.4848923683166504,0.3030123710632324,0.18187999725341797,-0.17300987243652344,1.1975455284118652,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",180,2,54,even,rare_target,low,low,-0.2324519157409668,-0.14877557754516602,-0.08367633819580078,-0.30820512771606445,0.664212703704834,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",182,2,56,even,common_target,high,high,-0.21138262748718262,0.5853266716003418,-0.7967092990875244,0.9496817588806152,-0.30156993865966797,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",185,2,59,odd,rare_target,low,low,0.29111146926879883,0.07422113418579102,0.2168903350830078,-0.38881874084472656,0.06778621673583984,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",189,3,0,even,rare_target,low,high,0.31560468673706055,0.024433612823486328,0.2911710739135742,0.23320484161376953,0.00023937225341796875,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",190,3,1,odd,rare_target,low,low,-0.28586316108703613,0.16183996200561523,-0.44770312309265137,-0.48449230194091797,-0.5184965133666992,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",191,3,2,even,rare_target,low,high,0.21722745895385742,0.34006547927856445,-0.12283802032470703,0.01523447036743164,-0.34455299377441406,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",193,3,4,even,common_target,low,high,-0.35181427001953125,0.3879990577697754,-0.7398133277893066,0.042612552642822266,1.222630262374878,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",195,3,6,even,rare_target,low,mid,0.3631134033203125,0.15232324600219727,0.21079015731811523,-0.16050243377685547,-0.49544382095336914,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",196,3,7,odd,rare_target,low,mid,0.48878049850463867,0.30531787872314453,0.18346261978149414,-0.17073869705200195,1.197275161743164,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",198,3,9,odd,rare_target,low,low,-0.22972774505615234,-0.1481013298034668,-0.08162641525268555,-0.3062448501586914,0.6620767116546631,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",201,3,12,even,common_target,low,low,-0.053801536560058594,0.1582174301147461,-0.2120189666748047,-0.2532362937927246,1.1954059600830078,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",203,3,14,even,rare_target,low,low,0.2997159957885742,0.07518482208251953,0.2245311737060547,-0.3804492950439453,0.064849853515625,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",210,3,21,odd,rare_target,low,low,0.31477880477905273,0.2437455654144287,0.07103323936462402,-0.3799281120300293,-0.31883764266967773,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",212,3,23,odd,common_target,low,mid,-0.15009522438049316,0.001322031021118164,-0.15141725540161133,-0.2075662612915039,-1.094270944595337,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",218,3,29,odd,common_target,low,mid,0.07205390930175781,0.0014290809631347656,0.07062482833862305,0.01416778564453125,-0.28252267837524414,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",222,3,33,odd,rare_target,low,low,-0.31313276290893555,0.33095765113830566,-0.6440904140472412,-0.3962080478668213,-0.2798309326171875,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",225,3,36,even,rare_target,low,low,0.0965127944946289,-0.011261463165283203,0.10777425765991211,-0.37134218215942383,0.03354597091674805,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",226,3,37,odd,common_target,low,low,0.031510114669799805,-0.3283884525299072,0.35989856719970703,-0.25373148918151855,0.31643033027648926,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",230,3,41,odd,rare_target,low,low,0.05676746368408203,0.2917056083679199,-0.2349381446838379,-0.2814521789550781,-0.11734676361083984,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",234,3,45,odd,common_target,low,low,0.5848965644836426,-0.14318418502807617,0.7280807495117188,-0.5395264625549316,-0.015976428985595703,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",235,3,46,even,rare_target,low,mid,0.10220909118652344,0.14859342575073242,-0.046384334564208984,-0.09691143035888672,-0.5723943710327148,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",244,3,55,odd,common_target,low,mid,0.04934215545654297,0.0696110725402832,-0.020268917083740234,-0.1496109962463379,-0.11020708084106445,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
"2,12",fixed_support_frequency_matched_control,"8,10",245,3,56,even,common_target,low,low,0.2537655830383301,0.08850955963134766,0.16525602340698242,-0.33294010162353516,1.6442768573760986,11.0,4.0,-7.0,-0.0034704208374023438,7.0,loose_support_count_fallback
