split,positions,oracle_target_accuracy,router_loss,oracle_loss,selector_loss,selector_minus_router_loss,selector_oracle_regret,oracle_gap_recovery_fraction
all,252,0.8571428656578064,2.868107318878174,2.8655788898468018,3.0006823539733887,0.13257503509521484,0.13510346412658691,-52.433757661480435
train_even_positions,126,0.9047619104385376,2.8612239360809326,2.858693838119507,2.948552370071411,0.08732843399047852,0.0898585319519043,-34.51583113456464
holdout_odd_positions,126,0.8095238208770752,2.874990463256836,2.8724637031555176,3.0528125762939453,0.17782211303710938,0.18034887313842773,-70.37554255519909
