split,positions,router_loss,oracle_loss,intervention_loss,intervention_minus_router_loss,intervention_oracle_regret,oracle_gap_recovery_fraction
all,252,2.868107318878174,2.8655788898468018,3.8808107376098633,1.0127034187316895,1.0152318477630615,-400.5267326732673
train_even_positions,126,2.8612236976623535,2.8586935997009277,3.6595940589904785,0.798370361328125,0.8009004592895508,-315.549189596683
holdout_odd_positions,126,2.874990701675415,2.872464179992676,4.102027416229248,1.227036714553833,1.2295632362365723,-485.6624516372558
