support_key,support_size,loss,gain_from_empty,delta_from_router,pairwise_synergy
"0,9",2,4.06829833984375,0.09533262252807617,1.2001912593841553,0.0847158432006836
"0,10",2,4.086458206176758,0.07717275619506836,1.218351125717163,0.15377235412597656
"0,11",2,4.071741104125977,0.09188985824584961,1.2036340236663818,0.13474702835083008
"0,12",2,4.043353080749512,0.12027788162231445,1.175246000289917,0.11155033111572266
"0,13",2,4.062123775482178,0.10150718688964844,1.194016695022583,0.18755674362182617
"0,14",2,4.046835422515869,0.11679553985595703,1.1787283420562744,0.15904569625854492
"0,15",2,4.069777488708496,0.09385347366333008,1.2016704082489014,0.15950441360473633
"0,16",2,4.028323173522949,0.13530778884887695,1.1602160930633545,0.2260761260986328
"0,17",2,4.067065715789795,0.09656524658203125,1.1989586353302002,0.0876164436340332
"0,18",2,4.056707382202148,0.10692358016967773,1.1886003017425537,0.19547557830810547
"0,19",2,4.007777214050293,0.1558537483215332,1.1396701335906982,0.22171926498413086
"0,20",2,4.006106853485107,0.15752410888671875,1.1379997730255127,0.14458513259887695
"0,21",2,4.069134712219238,0.09449625015258789,1.2010276317596436,0.21455049514770508
"0,22",2,4.046581745147705,0.1170492172241211,1.1784746646881104,0.2225341796875
"0,23",2,4.104725360870361,0.058905601501464844,1.2366182804107666,0.22293806076049805
"1,2",2,4.170474052429199,-0.006843090057373047,1.3023669719696045,0.1193232536315918
"1,3",2,4.171624183654785,-0.007993221282958984,1.3035171031951904,0.15777969360351562
"1,4",2,4.218224048614502,-0.05459308624267578,1.3501169681549072,0.10291051864624023
"1,5",2,4.196622371673584,-0.03299140930175781,1.3285152912139893,0.1280527114868164
"1,6",2,4.1507792472839355,0.012851715087890625,1.2826721668243408,0.1855177879333496
"1,7",2,4.205765724182129,-0.042134761810302734,1.3376586437225342,0.13127517700195312
"1,8",2,4.172937870025635,-0.009306907653808594,1.30483078956604,0.19227361679077148
"1,9",2,4.1913652420043945,-0.02773427963256836,1.3232581615447998,0.04797029495239258
"1,10",2,4.222450256347656,-0.05881929397583008,1.3543431758880615,0.10410165786743164
"1,11",2,4.150518894195557,0.013112068176269531,1.282411813735962,0.14229059219360352
"1,12",2,4.178760051727295,-0.01512908935546875,1.3106529712677002,0.06246471405029297
"1,13",2,4.1739888191223145,-0.010357856750488281,1.3058817386627197,0.16201305389404297
"1,14",2,4.127497673034668,0.0361332893371582,1.2593905925750732,0.1647047996520996
"1,15",2,4.170881271362305,-0.007250308990478516,1.30277419090271,0.14472198486328125
"1,16",2,4.18196964263916,-0.018338680267333984,1.3138625621795654,0.1587510108947754
"1,17",2,4.196416854858398,-0.032785892486572266,1.3283097743988037,0.0445866584777832
"1,18",2,4.1568474769592285,0.006783485412597656,1.2887403964996338,0.1816568374633789
"1,19",2,4.128628730773926,0.03500223159790039,1.260521650314331,0.18718910217285156
"1,20",2,4.160194396972656,0.003436565399169922,1.2920873165130615,0.07681894302368164
"1,21",2,4.230466842651367,-0.06683588027954102,1.3623597621917725,0.1395397186279297
"1,22",2,4.203244686126709,-0.03961372375488281,1.3351376056671143,0.1521925926208496
"1,23",2,4.195019721984863,-0.03138875961303711,1.3269126415252686,0.2189650535583496
"2,3",2,4.148923397064209,0.014707565307617188,1.2808163166046143,0.1598820686340332
"2,4",2,4.159968376159668,0.003662586212158203,1.2918612957000732,0.14056777954101562
"2,5",2,4.17457914352417,-0.01094818115234375,1.3064720630645752,0.12949752807617188
"2,6",2,4.160244464874268,0.0033864974975585938,1.2921373844146729,0.15545415878295898
"2,7",2,4.176538467407227,-0.01290750503540039,1.3084313869476318,0.13990402221679688
"2,8",2,4.142465591430664,0.02116537094116211,1.2743585109710693,0.2021474838256836
"2,9",2,4.182004928588867,-0.018373966217041016,1.3138978481292725,0.03673219680786133
"2,10",2,4.193820476531982,-0.03018951416015625,1.3257133960723877,0.11213302612304688
"2,11",2,4.158403396606445,0.005227565765380859,1.2902963161468506,0.11380767822265625
"2,12",2,4.155925273895264,0.0077056884765625,1.287818193435669,0.06470108032226562
"2,13",2,4.158792495727539,0.004838466644287109,1.2906854152679443,0.15661096572875977
