split,positions,oracle_target_accuracy,router_loss,oracle_loss,selector_loss,selector_minus_router_loss,selector_oracle_regret,oracle_gap_recovery_fraction
all,252,0.8492063283920288,2.868107318878174,2.8655788898468018,3.016117811203003,0.1480104923248291,0.15053892135620117,-58.538519566242336
train_even_positions,126,0.89682537317276,2.8612236976623535,2.8586935997009277,2.9743492603302,0.11312556266784668,0.11565566062927246,-44.71192989068979
holdout_odd_positions,126,0.8015872836112976,2.874990701675415,2.872464179992676,3.0578863620758057,0.18289566040039062,0.18542218208312988,-72.3902991412664
