split,context_count,mean_student_router_loss,mean_teacher_loss,mean_oracle_loss,mean_predicted_loss,mean_oracle_router_gap,median_oracle_router_gap,p90_oracle_router_gap,mean_teacher_router_delta,mean_teacher_oracle_regret,mean_predicted_router_delta,mean_predicted_oracle_regret,mean_student_router_rank,mean_teacher_rank,mean_predicted_rank,mean_top2_loss_margin,mean_top10_loss_margin,mean_value_entropy,headroom_threshold,oracle_headroom_gate_passes
heldout,63,2.831845234310816,2.841099572560144,2.8316895337331864,2.842026154200236,0.00015570057762993706,7.152557373046875e-07,1.2874603271484375e-05,0.009254338249327644,0.009410038826957581,0.010180919889419798,0.010336620467049735,20.349206349206348,20.0,20.41269841269841,1.5137687562003967e-08,2.270653134300595e-08,5.394175645753742,0.005,False
train,441,2.7965307546581,2.806293923568293,2.7964785285547475,,5.2226103352310974e-05,7.152557373046875e-07,1.430511474609375e-05,0.009763168910193064,0.009815395013545376,,,20.25170068027211,20.253968253968253,,1.9597899075808708e-07,1.9814151755265908e-07,5.386155831219785,0.005,False
