position_bin,token_class,residual_norm_bin,residual_gain_bin,support_count_bin,observed_row_count,observed_pair_synergy_mean,observed_pair_gain_mean,observed_singleton_left_gain_mean,observed_singleton_right_gain_mean,control_present,control_row_count,control_pair_synergy_mean,control_support_count_difference_mean,control_support_count_difference_abs_mean,control_fixed_support_loss_difference_mean,control_fixed_support_loss_difference_abs_mean,control_exact_support_count_candidate_count_mean,control_near_support_count_candidate_count_mean,control_min_support_count_abs_difference_available_mean,control_match_status_counts,control_anchor_support_count,control_support_count,observed_minus_control_pair_synergy
even,common_target,high,high,mid,53,0.23868717337554357,1.153798980532952,0.5056371194011761,0.40947468775623247,True,67,0.020484408335899238,-12.134328358208956,12.134328358208956,0.10323365766610672,0.10371795341150085,0.0,0.0,12.134328358208956,"{""loose_support_count_fallback"": 67}",5,9,0.21820276503964434
even,common_target,high,mid,high,14,0.3755779947553362,-0.03622617040361677,-0.17661072526659286,-0.23519343989236013,True,33,0.07981663039236357,-16.727272727272727,16.727272727272727,0.05608698816010446,0.0754171573754513,0.0,0.0,16.727272727272727,"{""loose_support_count_fallback"": 33}",3,7,0.2957613643629726
even,common_target,low,high,high,11,0.061018185182051224,0.20144503766840155,0.2112304080616344,-0.07080355557528409,True,41,-0.01201522641065644,-16.24390243902439,16.24390243902439,0.09705341153028535,0.10510809828595417,0.0,0.0,16.24390243902439,"{""loose_support_count_fallback"": 41}",3,8,0.07303341159270767
even,common_target,low,high,mid,23,0.16329785015272058,0.2200123745462169,-0.03222761983456819,0.0889421442280645,True,84,0.09266234579540435,-11.988095238095237,11.988095238095237,0.10824520247323173,0.11114232880728585,0.0,0.0,11.988095238095237,"{""loose_support_count_fallback"": 84}",5,10,0.07063550435731623
even,common_target,low,low,high,23,0.1691070950549582,-0.3465076322140901,-0.4091980042664901,-0.10641672300255817,True,61,0.21396284416073658,-16.78688524590164,16.78688524590164,0.08470803401509269,0.10093463053468799,0.0,0.0,16.78688524590164,"{""loose_support_count_fallback"": 61}",3,8,-0.044855749105778386
even,common_target,low,low,mid,42,0.2824935856319609,-0.3314010529291062,-0.3477455150513422,-0.2661491235097249,True,47,0.18021839223009475,-11.851063829787234,11.851063829787234,0.07503084426230573,0.07675679186557202,0.0,0.0,11.851063829787234,"{""loose_support_count_fallback"": 47}",5,10,0.10227519340186617
even,common_target,low,mid,high,32,0.2541305720806122,-0.059148140251636505,-0.1006874293088913,-0.2125912830233574,True,89,0.16381287038995979,-16.314606741573034,16.314606741573034,0.1120664564411292,0.11849780029125428,0.0,0.0,16.314606741573034,"{""loose_support_count_fallback"": 89}",3,8,0.0903177016906524
even,common_target,low,mid,mid,36,0.1495078206062317,-0.0948887202474806,-0.1094663209385342,-0.1349302199151781,True,87,0.19219611705034628,-12.080459770114942,12.080459770114942,0.0860195927236272,0.08695200119895496,0.0,0.0,12.080459770114942,"{""loose_support_count_fallback"": 87}",5,9,-0.04268829644411459
even,rare_target,low,high,high,12,0.1034658153851827,0.2634567419687907,0.23923631509145102,-0.07924538850784302,True,38,0.0720583765130294,-17.0,17.0,0.08344908764487818,0.09850007609317177,0.0,0.0,17.0,"{""loose_support_count_fallback"": 38}",3,7,0.03140743887215329
even,rare_target,low,high,mid,24,0.009633044401804606,0.22224436203638712,0.1786677340666453,0.03394358356793722,True,61,0.10449028405986849,-12.065573770491802,12.065573770491802,0.11170367725559922,0.11250157434432233,0.0,0.0,12.065573770491802,"{""loose_support_count_fallback"": 61}",5,9,-0.09485723965806388
