packet,audit_dir,status,decision,config_path,mlp_predictor_r2,token_position_predictor_r2,acsr_ce_loss,causal_ce_loss,teacher_ce_loss,shuffled_ce_loss,token_position_ce_loss,acsr_minus_causal_ce_loss,acsr_minus_teacher_ce_loss,acsr_minus_token_position_ce_loss,acsr_minus_shuffled_ce_loss,acsr_oracle_regret,causal_oracle_regret,acsr_minus_causal_regret,same_student_delta_vs_token_position,same_student_delta_vs_shuffled,acsr_anchor_support_churn_after_transfer,shuffled_anchor_support_churn_after_transfer,token_position_anchor_support_churn_after_transfer,acsr_anchor_logit_mse_after_transfer,shuffled_anchor_logit_mse_after_transfer,token_position_anchor_logit_mse_after_transfer,acsr_teacher_support_churn,shuffled_teacher_support_churn,token_position_teacher_support_churn
seed1,results/audits/token_larger_anticipatory_contextual_support_routing,pass,anticipatory_contextual_support_routing_smoke_completed,configs/token_larger_support_wide_contextual_router_hep_temporal_clipped_objective_gate.yaml,0.9312285780906677,-0.2136080265045166,2.875875473022461,3.0635812282562256,2.8681070804595947,3.579350233078003,3.063540458679199,-0.18770575523376465,0.007768392562866211,-0.18766498565673828,-0.703474760055542,0.01029658317565918,0.19800233840942383,-0.18770575523376465,-0.18766498565673828,-0.703474760055542,0.298828125,0.701171875,0.310546875,0.013192473910748959,0.19190827012062073,0.03095894493162632,0.041015625,0.669921875,0.36328125
seed2,results/audits/token_larger_anticipatory_contextual_support_routing_seed2,pass,anticipatory_contextual_support_routing_smoke_completed,configs/token_larger_support_wide_contextual_router_hep_temporal_clipped_objective_gate_seed2.yaml,0.9310716390609741,-0.14189600944519043,2.903810739517212,3.0502254962921143,2.903810739517212,3.577694892883301,3.0591068267822266,-0.14641475677490234,0.0,-0.15529608726501465,-0.6738841533660889,0.011792421340942383,0.15820717811584473,-0.14641475677490234,-0.15529608726501465,-0.6738841533660889,0.384765625,0.751953125,0.421875,0.011198947206139565,0.220699280500412,0.037465423345565796,0.02734375,0.58984375,0.275390625
