finite_dense_active_rank_mean_logit_mse,finite_dense_active_rank_row_count,finite_random_fixed_topk2_mean_logit_mse,finite_random_fixed_topk2_row_count,finite_topk1_mean_ce_abs_delta,finite_topk1_mean_logit_mse,finite_topk1_mean_residual_delta_l2,finite_topk1_row_count,finite_topk1_support_churn_fraction,finite_topk2_mean_ce_abs_delta,finite_topk2_mean_logit_mse,finite_topk2_mean_residual_delta_l2,finite_topk2_minus_dense_logit_mse,finite_topk2_minus_random_fixed_topk2_logit_mse,finite_topk2_minus_topk1_logit_mse,finite_topk2_row_count,finite_topk2_support_churn_fraction,matched_exact_context_count,position_bin,residual_gain_bin,residual_norm_bin,support_count_bin,token_class,topk1_active_rank_proxy,topk1_fixed_support_logit_mse_mean,topk1_fixed_support_loss_delta_mean,topk1_residual_stream_l2_delta_mean,topk1_router_loss_mean,topk1_router_support_count_mean,topk1_row_count,topk1_singleton_gain_mean,topk2_active_rank_proxy,topk2_fixed_delta_minus_topk1,topk2_fixed_support_logit_mse_mean,topk2_fixed_support_loss_delta_mean,topk2_incremental_pair_gain_minus_topk1_singleton,topk2_logit_mse_minus_topk1,topk2_pair_gain_mean,topk2_pair_synergy_mean,topk2_residual_stream_l2_delta_mean,topk2_residual_stream_l2_delta_minus_topk1,topk2_router_loss_mean,topk2_router_support_count_mean,topk2_row_count
0.06136196101592346,110,0.39847040686894347,108,0.04989124244699875,0.0038936029610049014,0.6919084637193009,96,0.0,0.16706571275634424,0.12583638638260805,2.8332870447941656,0.0644744253666846,-0.27263402048633545,0.12194278342160315,112,0.9464285714285714,1,even,high,high,low,common_target,1,0.2477872520685196,0.9057061672210693,6.255466938018799,2.0421502590179443,13.0,1,0.4427502155303955,2,-0.9057061672210693,0.0,0.0,0.4909646511077881,-0.2477872520685196,0.9337148666381836,0.8133327960968018,0.0,-6.255466938018799,2.4568917751312256,12.0,1
0.060683344472564904,102,0.29966658278673636,119,0.12506399114253158,0.014083614584721498,1.8946687235670574,118,0.0,0.48934635218609585,0.28269656392839854,6.451896062058009,0.22201321945583363,-0.01697001885833782,0.268612949343677,89,1.0,5,even,high,low,high,common_target,1,0.15536733865737914,0.2764918804168701,2.805921173095703,3.1778825759887694,19.0,5,0.7155767917633057,2,0.6139792442321778,0.3117958247661591,0.8904711246490479,-0.5459776878356934,0.15642848610877993,0.1695991039276123,0.0322634220123291,6.1897355079650875,3.3838143348693843,3.1098810195922852,18.0,5
0.060683344472564904,102,0.29966658278673636,119,0.12506399114253158,0.014083614584721498,1.8946687235670574,118,0.0,0.48934635218609585,0.28269656392839854,6.451896062058009,0.22201321945583363,-0.01697001885833782,0.268612949343677,89,1.0,14,even,high,low,low,common_target,1,0.28044692355962025,1.3009414899916876,6.013049046198526,2.755603415625436,13.0,19,0.297088174592881,2,-0.22852572940644755,0.2507050856947899,1.07241576058524,-0.08483041468120758,-0.029741837864830367,0.21225775991167342,0.12834096806389944,5.688297578266689,-0.3247514679318373,3.068959559713091,12.142857142857142,22
0.060683344472564904,102,0.29966658278673636,119,0.12506399114253158,0.014083614584721498,1.8946687235670574,118,0.0,0.48934635218609585,0.28269656392839854,6.451896062058009,0.22201321945583363,-0.01697001885833782,0.268612949343677,89,1.0,24,even,low,low,low,common_target,1,0.3841007641620106,1.9108395750323932,6.916468209690518,2.368661053478718,13.0,42,-0.5382233609755834,2,-0.10248861461877823,0.3194760595344835,1.808350960413615,0.19185121854146325,-0.06462470462752712,-0.3463721424341202,0.2934647649526596,6.088281369871564,-0.8281868398189545,2.2792984495560327,12.069444444444443,39
0.060683344472564904,102,0.29966658278673636,119,0.12506399114253158,0.014083614584721498,1.8946687235670574,118,0.0,0.48934635218609585,0.28269656392839854,6.451896062058009,0.22201321945583363,-0.01697001885833782,0.268612949343677,89,1.0,3,even,low,low,mid,common_target,1,0.35418423016866046,1.7508589426676433,6.9589362144470215,2.0470447540283203,17.0,3,-0.40122008323669434,2,-0.41254822413126635,0.23618893325328827,1.338310718536377,-0.0037686030069987164,-0.1179952969153722,-0.40498868624369305,0.5473079681396484,5.521845022837321,-1.4370911916097002,2.4633615811665854,16.0,3
0.060683344472564904,102,0.29966658278673636,119,0.12506399114253158,0.014083614584721498,1.8946687235670574,118,0.0,0.48934635218609585,0.28269656392839854,6.451896062058009,0.22201321945583363,-0.01697001885833782,0.268612949343677,89,1.0,2,even,mid,low,high,common_target,1,0.2986888289451599,1.244049072265625,6.671823978424072,3.1074814796447754,19.0,2,-0.09700536727905273,2,0.9579025506973267,0.29938675463199615,2.2019516229629517,0.10097861289978027,0.0006979256868362427,0.003973245620727539,0.6004555225372314,6.355052471160889,-0.3167715072631836,2.0486003160476685,18.0,2
0.060683344472564904,102,0.29966658278673636,119,0.12506399114253158,0.014083614584721498,1.8946687235670574,118,0.0,0.48934635218609585,0.28269656392839854,6.451896062058009,0.22201321945583363,-0.01697001885833782,0.268612949343677,89,1.0,17,even,mid,low,low,common_target,1,0.35511974800451135,1.266477428230585,6.8224169974233595,2.890055446063771,13.0,31,-0.14305143964056877,2,0.26724674654941905,0.2783087220262079,1.5337241747800041,0.04777847785575719,-0.07681102597830347,-0.09527296178481158,0.19244124842625038,5.932347400515687,-0.8900695969076722,2.5750302216585945,12.049019607843137,25
0.060683344472564904,102,0.29966658278673636,119,0.12506399114253158,0.014083614584721498,1.8946687235670574,118,0.0,0.48934635218609585,0.28269656392839854,6.451896062058009,0.22201321945583363,-0.01697001885833782,0.268612949343677,89,1.0,9,even,mid,low,mid,common_target,1,0.30096560219923657,1.4788327482011583,6.653970983293322,2.645894553926256,14.0,9,-0.20523770650227866,2,0.1757948928409152,0.2943131650487582,1.6546276410420735,0.16915406121148005,-0.006652437150478363,-0.03608364529079861,0.3545698854658339,6.002710925208198,-0.651260058085124,2.300945599873861,16.0,10
0.06568481328819568,96,0.42043004359728026,81,0.11615516086842151,0.006715680176935553,1.0888254624652736,94,0.0,0.4582581386387905,0.24226648714306337,5.946158377923698,0.17658167385486767,-0.1781635564542169,0.23555080696612782,107,0.9252336448598131,5,even,high,mid,low,common_target,1,0.31690998673439025,1.003251838684082,6.412342929840088,2.846832609176636,13.0,5,0.15545029640197755,2,-0.12085966269175208,0.1787626107533773,0.88239217599233,0.515111796061198,-0.13814737598101295,0.6705620924631754,0.15051817893981934,3.689580281575521,-2.7227626482645673,2.45258047580719,11.533333333333333,9
0.06568481328819568,96,0.42043004359728026,81,0.11615516086842151,0.006715680176935553,1.0888254624652736,94,0.0,0.4582581386387905,0.24226648714306337,5.946158377923698,0.17658167385486767,-0.1781635564542169,0.23555080696612782,107,0.9252336448598131,7,even,low,mid,low,common_target,1,0.41817356433187214,1.734999179840088,7.146695681980678,2.848574161529541,13.0,7,-0.54030898639134,2,-0.03843756516774488,0.32568861331258503,1.696561614672343,0.1685875938052222,-0.09248495101928711,-0.37172139258611775,0.18523122015453522,6.144695293335687,-1.0020003886449915,2.7184241328920637,12.285714285714286,11
