branch,decision,key_metric,key_value,disposition
router_policy,value_composition_prioritized_over_router_policy,commutator_anchor_logit_mse_reduction_fraction,0.1781019233634759,closed_not_established
simple_value_update,value_mitigation_not_established,best_value_mitigation_reduction_fraction,0.1266509238864246,closed_not_established
low_rank_value_update,low_rank_value_not_established,best_low_rank_reduction_fraction,0.08746147951831357,closed_not_established
commutator_value_penalty,commutator_value_penalty_not_established,best_penalty_reduction_fraction,0.23063087609231459,closed_not_established
explicit_order_averaging,explicit_order_averaging_diagnostic_candidate_not_promoted,order_averaged_to_commutator_anchor_logit_mse_ratio,0.24796639122347383,diagnostic_only_not_promoted
update_decomposition,value_update_dominated_order_sensitivity,value_only_fraction_of_full,1.2560724600135986,mechanism_prior_for_next_audit
