comparison,left_arm,right_arm,target_ce_delta_delta,off_target_ce_drift_delta,off_target_kl_delta,final_forgetting_delta,left_target_ce_delta,right_target_ce_delta,left_off_target_ce_drift,right_off_target_ce_drift,left_off_target_kl,right_off_target_kl,left_final_forgetting,right_final_forgetting
topk2_minus_topk1,contextual_topk2,contextual_topk1,-0.0756457805633545,0.005469926198323568,0.03666411973536015,-0.0068094730377197266,-0.18290061950683595,-0.10725483894348145,-0.002600288391113281,-0.00807021458943685,0.07346160560846329,0.03679748587310314,0.002593994140625,0.009403467178344727
topk2_minus_dense,contextual_topk2,dense_active_rank,0.4001842975616455,-0.09026687145233155,-1.473929725587368,-0.21913444995880127,-0.18290061950683595,-0.5830849170684814,-0.002600288391113281,0.08766658306121826,0.07346160560846329,1.5473913311958314,0.002593994140625,0.22172844409942627
topk2_minus_random_support_null,contextual_topk2,random_frequency_matched_topk2,-0.08091492652893068,-0.0017477194468180338,0.017917639762163165,-0.009774506092071533,-0.18290061950683595,-0.10198569297790527,-0.002600288391113281,-0.0008525689442952474,0.07346160560846329,0.05554396584630013,0.002593994140625,0.012368500232696533
