position_bin,token_class,residual_norm_bin,residual_gain_bin,support_count_bin,observed_row_count,observed_pair_synergy_mean,observed_pair_gain_mean,observed_singleton_left_gain_mean,observed_singleton_right_gain_mean,control_present,control_row_count,control_pair_synergy_mean,control_support_count_difference_mean,control_support_count_difference_abs_mean,control_fixed_support_loss_difference_mean,control_fixed_support_loss_difference_abs_mean,control_exact_support_count_candidate_count_mean,control_near_support_count_candidate_count_mean,control_min_support_count_abs_difference_available_mean,control_match_status_counts,control_anchor_support_count,control_support_count,observed_minus_control_pair_synergy
odd,common_target,high,mid,high,6,0.25776489575703937,-0.0643317699432373,-0.12235665321350098,-0.19974001248677573,True,57,0.1549453526212458,-16.385964912280702,16.385964912280702,0.03033533430936044,0.03136644028780753,0.0,0.0,16.385964912280702,"{""loose_support_count_fallback"": 57}",3,8,0.10281954313579356
odd,common_target,low,high,high,9,0.07956165737575954,0.19275789790683323,0.19742878278096518,-0.08423254224989149,True,61,-0.05636622475796058,-16.62295081967213,16.62295081967213,0.030501146785548477,0.031602281038878396,0.0,0.0,16.62295081967213,"{""loose_support_count_fallback"": 61}",3,8,0.13592788213372012
odd,common_target,low,high,mid,19,0.12271622607582494,0.15072304324099892,0.05752365212691458,-0.029516834961740596,True,64,0.1021307222545147,-12.015625,12.015625,0.0006055682897567749,0.0034311115741729736,0.0,0.0,12.015625,"{""loose_support_count_fallback"": 64}",5,10,0.020585503821310247
odd,common_target,low,low,high,24,0.14295987288157144,-0.32270068923632306,-0.3425184388955434,-0.12314212322235107,True,59,0.3550195815199513,-16.372881355932204,16.372881355932204,0.06192747213072696,0.06335054817846265,0.0,0.0,16.372881355932204,"{""loose_support_count_fallback"": 59}",3,8,-0.21205970863837983
odd,common_target,low,low,mid,46,0.22355315996252972,-0.3343283404474673,-0.30662667751312256,-0.25125482289687445,True,84,0.22425587688173568,-11.928571428571429,11.928571428571429,0.003496448198954264,0.005934845833551316,0.0,0.0,11.928571428571429,"{""loose_support_count_fallback"": 84}",5,9,-0.0007027169192059535
odd,common_target,low,mid,high,30,0.2617799679438273,-0.06726189454396565,-0.13930822213490804,-0.18973364035288492,True,82,0.2118401265725857,-16.70731707317073,16.70731707317073,0.038012870928136315,0.03913918355616128,0.0,0.0,16.70731707317073,"{""loose_support_count_fallback"": 82}",3,8,0.049939841371241606
odd,common_target,low,mid,mid,47,0.19602764413711873,-0.11507476137039509,-0.13335091002444002,-0.17775149548307378,True,108,0.17922876720075254,-12.12962962962963,12.12962962962963,0.0021556262616757994,0.005053745375739204,0.0,0.0,12.12962962962963,"{""loose_support_count_fallback"": 108}",5,10,0.016798876936366197
odd,rare_target,low,high,high,11,0.19344045899131082,0.30250547148964624,0.24864493716846814,-0.13957992467013272,True,29,0.18511105405873265,-16.06896551724138,16.06896551724138,0.03150675214570144,0.03150675214570144,0.0,0.0,16.06896551724138,"{""loose_support_count_fallback"": 29}",3,6,0.008329404932578166
odd,rare_target,low,high,mid,22,0.04656623710285534,0.18558562885631213,0.058581634001298385,0.08043775775215843,True,32,0.17976178228855133,-12.0625,12.0625,0.00543580949306488,0.006794914603233337,0.0,0.0,12.0625,"{""loose_support_count_fallback"": 32}",5,9,-0.13319554518569598
odd,rare_target,low,low,high,22,0.19615491953763095,-0.3544481559233232,-0.37831285866824066,-0.1722902167927135,True,33,0.31017599683819397,-16.424242424242426,16.424242424242426,0.04931935397061435,0.05084592645818537,0.0,0.0,16.424242424242426,"{""loose_support_count_fallback"": 33}",3,7,-0.11402107730056302
