positions,teacher_forced_gain,teacher_minus_token_position_null_gain,token_position_null_forced_gain,token_subset
756,-0.023253488792944206,0.0009184288127081734,-0.02417191760565238,all_tokens
92,-0.19108301660288934,-0.06177735846975575,-0.1293056581331336,teacher_student_disagreement_tokens
