column,pair_count,abs_pair_synergy_share,mean_pair_synergy,mean_abs_pair_synergy,router_support_count,router_support_fraction,column_value_norm,force_loss_delta,ablate_loss_delta
2,7,0.8807960047600303,0.18517584351995905,0.2574337512727768,144.0,0.28125,4.103384971618652,1.288881540298462,0.0675654411315918
15,2,0.24482937832547086,0.21208977793890332,0.2504503963485597,53.0,0.103515625,4.414447784423828,1.3820092678070068,0.06842398643493652
6,2,0.23296730530914436,0.2108938367593856,0.23831598295105827,45.0,0.087890625,4.622800827026367,1.236581563949585,0.19186067581176758
9,1,0.14408163860036197,0.20244076138450987,0.2947791947258843,31.0,0.060546875,4.683399677276611,1.3273389339447021,0.10411810874938965
5,1,0.13389438934921916,0.1873403380787562,0.2739369197497292,22.0,0.04296875,4.709990978240967,1.3483335971832275,0.07089662551879883
22,1,0.1250969716705136,0.16404667827818128,0.2559381259812249,22.0,0.04296875,4.210648059844971,1.3187096118927002,0.06743788719177246
10,1,0.12014034108121448,0.1758073984630524,0.2457972670358325,35.0,0.068359375,4.3134307861328125,1.3663914203643799,0.07705044746398926
12,1,0.11819397090404536,0.15991346135972037,0.24181515356851002,22.0,0.04296875,4.563910484313965,1.3597424030303955,0.06875109672546387
